COD. COLEGIO, REGIONAL, PROVINCIA, DISTRITO, CORREGIMIENTO, NOMBRE COLEGIO,ÁREA,PROGRAMAS, TIPO,total_passed,total_failed,total_deserted,pass_percent
2849,LOS SANTOS,LOS SANTOS,MACARACAS,MACARACAS,ESCUELA BILINGÜE RUDECINDA RODRÍGUEZ,RURAL,PRIMARIA UNIGRADO,OFICIAL,311,1,0,0.996794872
2853,LOS SANTOS,LOS SANTOS,MACARACAS,MACARACAS,LOS HIGOS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,9,0,0,1
2856,LOS SANTOS,LOS SANTOS,MACARACAS,MACARACAS,LOS LEALES,RURAL,PRIMARIA MULTIGRADO,OFICIAL,10,0,0,1
2857,LOS SANTOS,LOS SANTOS,MACARACAS,BAHÍA HONDA,LOS BOTONCILLOS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,36,0,1,0.972972973
2859,LOS SANTOS,LOS SANTOS,MACARACAS,BAHÍA HONDA,BAHÍA HONDA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,17,0,0,1
2862,LOS SANTOS,LOS SANTOS,MACARACAS,BAJO DE GÜERA,EL TOLÚ,RURAL,PRIMARIA MULTIGRADO,OFICIAL,8,0,0,1
2864,LOS SANTOS,LOS SANTOS,MACARACAS,BAJO DE GÜERA,C.E.B.G. BAJO DE GÜERA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,25,0,0,1
2865,LOS SANTOS,LOS SANTOS,MACARACAS,BAJO DE GÜERA,EL TALLO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,7,0,0,1
2867,LOS SANTOS,LOS SANTOS,MACARACAS,BAJO DE GÜERA,LA PAULA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,13,0,0,1
2870,LOS SANTOS,LOS SANTOS,MACARACAS,COROZAL,C.E.B.G. COROZAL,RURAL,PRIMARIA MULTIGRADO,OFICIAL,47,0,0,1
2871,LOS SANTOS,LOS SANTOS,MACARACAS,CHUPÁ,CHUPÁ,RURAL,PRIMARIA MULTIGRADO,OFICIAL,17,0,0,1
2874,LOS SANTOS,LOS SANTOS,MACARACAS,EL CEDRO,EL CEDRO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,11,0,0,1
2875,LOS SANTOS,LOS SANTOS,MACARACAS,ESPINO AMARILLO,ESPINO AMARILLO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,7,0,0,1
2876,LOS SANTOS,LOS SANTOS,MACARACAS,LA MESA,TUMACO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,6,0,0,1
2877,LOS SANTOS,LOS SANTOS,MACARACAS,LA MESA,C.E.B.G. LA MESA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,37,0,0,1
2880,LOS SANTOS,LOS SANTOS,MACARACAS,LAS PALMAS,EL PÁJARO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,5,0,0,1
2882,LOS SANTOS,LOS SANTOS,MACARACAS,LAS PALMAS,EL CALABAZO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,11,0,0,1
2883,LOS SANTOS,LOS SANTOS,MACARACAS,LAS PALMAS,LOS GUAYABOS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,4,0,0,1
2887,LOS SANTOS,LOS SANTOS,MACARACAS,LLANO DE PIEDRA,BOMBACHITO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,5,0,0,1
2890,LOS SANTOS,LOS SANTOS,MACARACAS,LLANO DE PIEDRA,ESCUELA BILINGÜE LLANO DE PIEDRA,RURAL,PRIMARIA UNIGRADO,OFICIAL,126,0,0,1
2893,LOS SANTOS,LOS SANTOS,MACARACAS,EL MOGOLLÓN,EL MOGOLLÓN,RURAL,PRIMARIA MULTIGRADO,OFICIAL,1,0,0,1
2896,LOS SANTOS,LOS SANTOS,MACARACAS,EL MOGOLLÓN,C.E.B.G. QUEMA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,10,0,0,1
2900,LOS SANTOS,LOS SANTOS,PEDASÍ,PEDASÍ,ESCUELA BILINGÜE PLINIO A. MOSCOSO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,200,0,3,0.985221675
2903,LOS SANTOS,LOS SANTOS,PEDASÍ,PEDASÍ,LOS DESTILADEROS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,11,0,0,1
2904,LOS SANTOS,LOS SANTOS,PEDASÍ,LOS ASIENTOS,PABLO BALLESTEROS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,45,0,0,1
2908,LOS SANTOS,LOS SANTOS,PEDASÍ,ORIA ARRIBA,ORIA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,16,0,0,1
2911,LOS SANTOS,LOS SANTOS,PEDASÍ,MARIABÉ,MARIABÉ,RURAL,PRIMARIA MULTIGRADO,OFICIAL,6,0,0,1
2913,LOS SANTOS,LOS SANTOS,PEDASÍ,PURIO,PURIO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,9,0,0,1
2919,LOS SANTOS,LOS SANTOS,POCRÍ,POCRÍ,LA LAGUNA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,25,0,0,1
2920,LOS SANTOS,LOS SANTOS,POCRÍ,POCRÍ,ERNESTINA SUCRE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,46,0,0,1
2921,LOS SANTOS,LOS SANTOS,POCRÍ,CAÑAFÍSTULO,COLÁN,RURAL,PRIMARIA MULTIGRADO,OFICIAL,5,0,0,1
2922,LOS SANTOS,LOS SANTOS,POCRÍ,CAÑAFÍSTULO,CAÑAFÍSTULO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,12,0,0,1
2926,LOS SANTOS,LOS SANTOS,POCRÍ,LAJAMINA,ABIGAIL ESCALA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,26,0,0,1
2929,LOS SANTOS,LOS SANTOS,LAS TABLAS,PARAÍSO,ESC. LA CANDELARIA,RURAL,PRIMARIA UNIGRADO,OFICIAL,8,0,0,1
2931,LOS SANTOS,LOS SANTOS,POCRÍ,PARITILLA,CARRICILLAL,RURAL,PRIMARIA MULTIGRADO,OFICIAL,4,0,0,1
2935,LOS SANTOS,LOS SANTOS,POCRÍ,PARITILLA,JUSTO VÁSQUEZ,RURAL,PRIMARIA MULTIGRADO,OFICIAL,28,0,0,1
2937,LOS SANTOS,LOS SANTOS,TONOSÍ,TONOSÍ,ESCUELA BILINGÜE ROSA M. ANGULO DE ARCE,RURAL,PRIMARIA UNIGRADO,OFICIAL,225,2,0,0.991189427
2940,LOS SANTOS,LOS SANTOS,TONOSÍ,BÚCARO,BÚCARO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,35,2,0,0.945945946
2941,LOS SANTOS,LOS SANTOS,TONOSÍ,ALTOS DE GÜERA,EL ESPAVEITO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,2,0,0,1
2942,LOS SANTOS,LOS SANTOS,TONOSÍ,ALTOS DE GÜERA,ALTOS DE GÜERA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,2,0,0,1
2943,LOS SANTOS,LOS SANTOS,TONOSÍ,ALTOS DE GÜERA,RÍO QUEMA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,13,0,0,1
2944,LOS SANTOS,LOS SANTOS,TONOSÍ,ALTOS DE GÜERA,LOS ZATRALES,RURAL,PRIMARIA MULTIGRADO,OFICIAL,3,0,0,1
2945,LOS SANTOS,LOS SANTOS,TONOSÍ,ALTOS DE GÜERA,BOCA DE QUEMA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,8,0,0,1
2946,LOS SANTOS,LOS SANTOS,TONOSÍ,ISLA CAÑAS,ISLA CAÑAS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,29,1,0,0.966666667
2947,LOS SANTOS,LOS SANTOS,TONOSÍ,CAÑAS,AGUA BUENA,RURAL,PRIMARIA UNIGRADO,OFICIAL,4,0,0,1
2949,LOS SANTOS,LOS SANTOS,TONOSÍ,CAÑAS,PABLO BARRIOS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,29,0,2,0.935483871
2951,LOS SANTOS,LOS SANTOS,TONOSÍ,EL BEBEDERO,AQUILINO DOMÍNGUEZ,RURAL,PRIMARIA MULTIGRADO,OFICIAL,9,0,0,1
2952,LOS SANTOS,LOS SANTOS,TONOSÍ,EL BEBEDERO,LA COROCITA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,9,0,0,1
2953,LOS SANTOS,LOS SANTOS,TONOSÍ,EL BEBEDERO,ARTURO PÉREZ CABALLERO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,16,0,0,1
2954,LOS SANTOS,LOS SANTOS,TONOSÍ,EL CACAO,RÍO VIEJO DEL SOLAR,RURAL,PRIMARIA MULTIGRADO,OFICIAL,30,0,0,1
2957,LOS SANTOS,LOS SANTOS,TONOSÍ,EL CACAO,EL CACAO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,34,1,0,0.971428571
2958,LOS SANTOS,LOS SANTOS,TONOSÍ,EL CORTEZO,EL CORTEZO ARRIBA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,26,0,1,0.962962963
2959,LOS SANTOS,LOS SANTOS,TONOSÍ,EL CORTEZO,LA PINTADA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,10,0,0,1
2960,LOS SANTOS,LOS SANTOS,TONOSÍ,EL CORTEZO,LA PINTADITA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,4,0,0,1
2963,LOS SANTOS,LOS SANTOS,TONOSÍ,FLORES,EL ESPAVÉ,RURAL,PRIMARIA MULTIGRADO,OFICIAL,5,0,0,1
2966,LOS SANTOS,LOS SANTOS,TONOSÍ,FLORES,FLORES,RURAL,PRIMARIA MULTIGRADO,OFICIAL,8,0,0,1
2968,LOS SANTOS,LOS SANTOS,TONOSÍ,GUÁNICO,PEDREGAL,RURAL,PRIMARIA MULTIGRADO,OFICIAL,5,0,0,1
2969,LOS SANTOS,LOS SANTOS,TONOSÍ,GUÁNICO,LA ZAPOTOSA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,4,0,0,1
2970,LOS SANTOS,LOS SANTOS,TONOSÍ,GUÁNICO,AVE MARÍA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,8,0,0,1
2971,LOS SANTOS,LOS SANTOS,TONOSÍ,CAMBUTAL,CAMBUTAL,RURAL,PRIMARIA MULTIGRADO,OFICIAL,30,0,0,1
2972,LOS SANTOS,LOS SANTOS,TONOSÍ,GUÁNICO,CARMELO FALCO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,6,0,2,0.75
2974,LOS SANTOS,LOS SANTOS,TONOSÍ,GUÁNICO,JOVERO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,6,0,0,1
2975,LOS SANTOS,LOS SANTOS,TONOSÍ,GUÁNICO,GUÁNICO ARRIBA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,16,0,0,1
2976,LOS SANTOS,LOS SANTOS,TONOSÍ,LA TRONOSA,LA TRONOSA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,0,1,0,0
2977,LOS SANTOS,LOS SANTOS,TONOSÍ,LA TRONOSA,LA LLANA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,30,1,0,0.967741935
2978,LOS SANTOS,LOS SANTOS,TONOSÍ,LA TRONOSA,GUANIQUITO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,12,0,0,1
6920,LOS SANTOS,LOS SANTOS,LAS TABLAS,LAS TABLAS,C.A.D.I. BILINGUAL SCHOOL ACADEMY,URBANA,PRIMARIA UNIGRADO,PARTICULAR,162,0,0,1
6923,LOS SANTOS,LOS SANTOS,LOS SANTOS,LA VILLA,COLEGIO THE OXFORD SCHOOL AZUERO,URBANA,PRIMARIA UNIGRADO,PARTICULAR,217,0,0,1
6924,LOS SANTOS,LOS SANTOS,LOS SANTOS,AGUA BUENA,ACADEMIA INTERNACIONAL SANTA FE,URBANA,PRIMARIA UNIGRADO,PARTICULAR,31,0,0,1
15298,LOS SANTOS,LOS SANTOS,LAS TABLAS,LA VILLA,ROSE MARIE TAPIA,URBANA,PRIMARIA UNIGRADO,PARTICULAR,74,0,0,1
15564,LOS SANTOS,LOS SANTOS,LOS SANTOS,LA VILLA,COLEGIO INTEGRAL DE AZUERO,URBANA,PRIMARIA UNIGRADO,PARTICULAR,16,0,0,1
15679,LOS SANTOS,LOS SANTOS,LAS TABLAS,LAS TABLAS,PEACE ACADEMY,URBANA,PRIMARIA UNIGRADO,PARTICULAR,1,0,0,1
15755,LOS SANTOS,LOS SANTOS,LOS SANTOS,PEDASÍ,COLEGIO THE OXFORD SCHOOL PEDASÍ,URBANA,PRIMARIA UNIGRADO,PARTICULAR,15,0,0,1
4086,VERAGUAS,VERAGUAS,ATALAYA,ATALAYA,CENTRO BILINGÜE ATALAYA,RURAL,PRIMARIA UNIGRADO,OFICIAL,515,10,1,0.979087452
4087,VERAGUAS,VERAGUAS,ATALAYA,SAN ANTONIO,EL POTRERO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,23,1,0,0.958333333
4091,VERAGUAS,VERAGUAS,ATALAYA,LA CARRILLO,NUESTRO AMO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,17,0,0,1
4092,VERAGUAS,VERAGUAS,ATALAYA,LA CARRILLO,BALBUENA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,9,0,0,1
4093,VERAGUAS,VERAGUAS,ATALAYA,LA CARRILLO,LA CARRILLO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,10,0,0,1
4094,VERAGUAS,VERAGUAS,ATALAYA,ATALAYA,LLANO DEL NANCE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,13,0,0,1
4095,VERAGUAS,VERAGUAS,ATALAYA,ATALAYA,GARNADERA GRANDE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,15,0,3,0.833333333
4096,VERAGUAS,VERAGUAS,ATALAYA,LA CARRILLO,LAS ANIMAS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,23,0,0,1
4097,VERAGUAS,VERAGUAS,ATALAYA,EL BARRITO,EL BARRITO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,36,0,0,1
4098,VERAGUAS,VERAGUAS,ATALAYA,EL BARRITO,TARA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,4,0,0,1
4100,VERAGUAS,VERAGUAS,ATALAYA,EL BARRITO,LOS CORRALILLOS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,19,0,0,1
4101,VERAGUAS,VERAGUAS,ATALAYA,LA MONTAÑUELA,EL COCO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,9,0,1,0.9
4102,VERAGUAS,VERAGUAS,ATALAYA,LA MONTAÑUELA,C.E.B.G. LA MONTAÑUELA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,74,0,0,1
4104,VERAGUAS,VERAGUAS,CALOBRE,CHITRA,LA PANDURA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,8,0,0,1
4106,VERAGUAS,VERAGUAS,CALOBRE,SAN JOSÉ,C.E.B.G. LOS PANAMEITOS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,39,4,0,0.906976744
4111,VERAGUAS,VERAGUAS,SANTIAGO,SAN MARTIN DE PORRES,ESCUELA BILINGÜE PUNTA DELGADITA,RURAL,PRIMARIA UNIGRADO,OFICIAL,278,4,0,0.985815603
4115,VERAGUAS,VERAGUAS,CALOBRE,CALOBRE,EL PEDREGOSO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,25,0,0,1
4116,VERAGUAS,VERAGUAS,CALOBRE,CALOBRE,LAS TETAS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,14,2,0,0.875
4117,VERAGUAS,VERAGUAS,CALOBRE,CALOBRE,C.E.B.G. SAN MIGUEL,RURAL,PRIMARIA MULTIGRADO,OFICIAL,61,2,0,0.968253968
4118,VERAGUAS,VERAGUAS,CALOBRE,BARNIZAL,BARNIZAL,RURAL,PRIMARIA MULTIGRADO,OFICIAL,21,0,0,1
4119,VERAGUAS,VERAGUAS,CALOBRE,BARNIZAL,EL PORTUGUÉS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,6,0,0,1
4120,VERAGUAS,VERAGUAS,CALOBRE,CHITRA,LOMA LLANA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,26,0,0,1
4122,VERAGUAS,VERAGUAS,CALOBRE,CHITRA,MEDIA LUNA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,6,0,0,1
4123,VERAGUAS,VERAGUAS,CALOBRE,CHITRA,LA HONDURA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,47,1,0,0.979166667
4125,VERAGUAS,VERAGUAS,CALOBRE,CHITRA,PUEBLO NUEVO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,35,0,0,1
4126,VERAGUAS,VERAGUAS,CALOBRE,EL COCLA,EL COCLA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,7,0,0,1
4127,VERAGUAS,VERAGUAS,CALOBRE,EL COCLA,EL VIENTO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,19,0,0,1
4128,VERAGUAS,VERAGUAS,CALOBRE,EL COCLA,JOSÉ G. ROBLES,RURAL,PRIMARIA MULTIGRADO,OFICIAL,13,0,0,1
4129,VERAGUAS,VERAGUAS,CALOBRE,EL COCLA,EL ESQUINADO,RURAL,PRIMARIA UNIGRADO,OFICIAL,15,0,0,1
4131,VERAGUAS,VERAGUAS,CALOBRE,EL POTRERO,AGUACATAL,RURAL,PRIMARIA UNIGRADO,OFICIAL,12,0,0,1
4132,VERAGUAS,VERAGUAS,CALOBRE,EL POTRERO,EL POTRERO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,20,0,0,1
4134,VERAGUAS,VERAGUAS,CALOBRE,EL POTRERO,LLANO GRANDE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,15,0,0,1
4135,VERAGUAS,VERAGUAS,CALOBRE,LA LAGUNA,LA LAGUNA DE COCOBO (LA LAGUNA),RURAL,PRIMARIA MULTIGRADO,OFICIAL,33,0,0,1
4136,VERAGUAS,VERAGUAS,CALOBRE,LA LAGUNA,LAS TRANCAS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,29,0,0,1
4137,VERAGUAS,VERAGUAS,CALOBRE,LA RAYA DE CALOBRE,LA GALLINAZA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,15,1,0,0.9375
4138,VERAGUAS,VERAGUAS,CALOBRE,LA RAYA DE CALOBRE,LA RAYA DE CALOBRE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,11,1,0,0.916666667
4139,VERAGUAS,VERAGUAS,CALOBRE,LA TETILLA,EL BACO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,7,0,0,1
4140,VERAGUAS,VERAGUAS,CALOBRE,LA TETILLA,LOS BOQUERONES DE CALOBRE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,20,1,3,0.833333333
4141,VERAGUAS,VERAGUAS,CALOBRE,LA YEGUADA,BARRERO GRANDE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,4,0,1,0.8
4142,VERAGUAS,VERAGUAS,CALOBRE,LA YEGUADA,SAN JUAN,RURAL,PRIMARIA MULTIGRADO,OFICIAL,17,4,0,0.80952381
4145,VERAGUAS,VERAGUAS,CALOBRE,LA YEGUADA,EL SATRO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,25,0,0,1
4146,VERAGUAS,VERAGUAS,CALOBRE,LA YEGUADA,C.E.B.G. MANUEL S. VÁSQUEZ,RURAL,PRIMARIA MULTIGRADO,OFICIAL,72,5,0,0.935064935
4147,VERAGUAS,VERAGUAS,CALOBRE,LA YEGUADA,LA CIJE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,31,0,0,1
4148,VERAGUAS,VERAGUAS,CALOBRE,LAS GUÍAS,COCOBO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,6,0,0,1
4149,VERAGUAS,VERAGUAS,CALOBRE,LAS GUÍAS,LAS GUÍAS ARRIBA,RURAL,PRIMARIA UNIGRADO,OFICIAL,27,0,0,1
4150,VERAGUAS,VERAGUAS,CALOBRE,LAS GUÍAS,MATAPALO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,5,0,0,1
4153,VERAGUAS,VERAGUAS,CALOBRE,LAS GUÍAS,PEREQUE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,18,0,0,1
4154,VERAGUAS,VERAGUAS,CALOBRE,LAS GUÍAS,LLANO COLORADO,RURAL,PRIMARIA UNIGRADO,OFICIAL,18,1,0,0.947368421
4156,VERAGUAS,VERAGUAS,CALOBRE,MONJARÁS,ALTO LIMÓN,RURAL,PRIMARIA MULTIGRADO,OFICIAL,14,0,0,1
4157,VERAGUAS,VERAGUAS,CALOBRE,MONJARÁS,MONJARÁS,RURAL,PRIMARIA UNIGRADO,OFICIAL,23,0,0,1
4158,VERAGUAS,VERAGUAS,CALOBRE,SAN JOSÉ,SAN JOSÉ,RURAL,PRIMARIA MULTIGRADO,OFICIAL,13,0,0,1
4159,VERAGUAS,VERAGUAS,CALOBRE,SAN JOSÉ,EL GUÁSIMO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,29,3,0,0.90625
4160,VERAGUAS,VERAGUAS,CAÑAZAS,EL PICADOR,BOCLE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,64,3,1,0.941176471
4161,VERAGUAS,VERAGUAS,CAÑAZAS,CAÑAZAS,ALTO IBALA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,51,0,0,1
4162,VERAGUAS,VERAGUAS,CAÑAZAS,CAÑAZAS,CERRO VIEJO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,6,0,0,1
4163,VERAGUAS,VERAGUAS,CAÑAZAS,EL PICADOR,LA CAMPANA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,43,4,0,0.914893617
4164,VERAGUAS,VERAGUAS,CAÑAZAS,CAÑAZAS,SANTA ROSA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,11,0,1,0.916666667
4165,VERAGUAS,VERAGUAS,CAÑAZAS,CAÑAZAS,SAN JUAN,RURAL,PRIMARIA MULTIGRADO,OFICIAL,22,0,0,1
4166,VERAGUAS,VERAGUAS,CAÑAZAS,CAÑAZAS,LA PINTADA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,16,0,0,1
4167,VERAGUAS,VERAGUAS,CAÑAZAS,EL PICADOR,C.E.B.G. PIEDRA DE AMOLAR,RURAL,PRIMARIA MULTIGRADO,OFICIAL,84,10,0,0.893617021
4168,VERAGUAS,VERAGUAS,CAÑAZAS,EL PICADOR,EL PICADOR,RURAL,PRIMARIA MULTIGRADO,OFICIAL,30,3,0,0.909090909
4169,VERAGUAS,VERAGUAS,CAÑAZAS,CAÑAZAS,LA LIMA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,12,0,0,1
4170,VERAGUAS,VERAGUAS,CAÑAZAS,CAÑAZAS,CENTRO EDUCATIVO BILINGÜE JOSÉ DE LA CRUZ MÉRIDA,RURAL,PRIMARIA UNIGRADO,OFICIAL,488,12,2,0.972111554
4171,VERAGUAS,VERAGUAS,CAÑAZAS,LAS CRUCES,GUABAL PONIENTE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,36,3,0,0.923076923
4176,VERAGUAS,VERAGUAS,CAÑAZAS,CERRO PLATA,C.E.B.G. CERRO PLATA,RURAL,PRIMARIA UNIGRADO,OFICIAL,90,3,0,0.967741935
4180,VERAGUAS,VERAGUAS,CAÑAZAS,LAS CRUCES,EL HIGUITO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,14,0,0,1
4181,VERAGUAS,VERAGUAS,CAÑAZAS,EL PICADOR,PIEDRA DE AGUA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,34,0,1,0.971428571
4182,VERAGUAS,VERAGUAS,CAÑAZAS,LAS CRUCES,C.E.B.G. SAN JUAN DE DIOS,RURAL,PRIMARIA MULTIGRADO,OFICIAL,58,1,1,0.966666667
4183,VERAGUAS,VERAGUAS,CAÑAZAS,SAN JOSÉ,EL ROSARIO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,45,0,0,1
4184,VERAGUAS,VERAGUAS,CAÑAZAS,LAS CRUCES,LAS CRUCES,RURAL,PRIMARIA MULTIGRADO,OFICIAL,23,0,0,1
4185,VERAGUAS,VERAGUAS,CAÑAZAS,EL PICADOR,C.E.B.G. TIERRA CORTADA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,25,0,0,1
4186,VERAGUAS,VERAGUAS,CAÑAZAS,EL PICADOR,C.E.B.G. RÍO PIEDRA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,62,13,0,0.826666667
4187,VERAGUAS,VERAGUAS,CAÑAZAS,EL PICADOR,BUENA VISTA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,41,1,0,0.976190476
4188,VERAGUAS,VERAGUAS,CAÑAZAS,EL PICADOR,LA PURÍSIMA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,27,2,0,0.931034483
4189,VERAGUAS,VERAGUAS,CAÑAZAS,LAS CRUCES,LOS GONZÁLEZ,RURAL,PRIMARIA MULTIGRADO,OFICIAL,15,0,0,1
4192,VERAGUAS,VERAGUAS,CAÑAZAS,EL PICADOR,LA GUACAMAYA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,59,3,0,0.951612903
4196,VERAGUAS,VERAGUAS,CAÑAZAS,SAN JOSÉ,PALO VERDE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,55,5,0,0.916666667
4200,VERAGUAS,VERAGUAS,CAÑAZAS,SAN JOSÉ,EL COBRIZO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,23,0,0,1
4204,VERAGUAS,VERAGUAS,CAÑAZAS,SAN JOSÉ,EL GAVILÁN,RURAL,PRIMARIA MULTIGRADO,OFICIAL,25,0,0,1
4205,VERAGUAS,VERAGUAS,CAÑAZAS,SAN JOSÉ,ARCADIO GAITÁN (LOS GUARUMOS),RURAL,PRIMARIA MULTIGRADO,OFICIAL,35,0,1,0.972222222
4206,VERAGUAS,VERAGUAS,CAÑAZAS,SAN JOSÉ,LA MISERICORDIA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,19,0,0,1
4208,VERAGUAS,VERAGUAS,CAÑAZAS,EL PICADOR,PAN DE AZÚCAR,RURAL,PRIMARIA MULTIGRADO,OFICIAL,30,1,0,0.967741935
4213,VERAGUAS,VERAGUAS,CAÑAZAS,SAN JOSÉ,EL NANZAL,RURAL,PRIMARIA MULTIGRADO,OFICIAL,13,1,0,0.928571429
4214,VERAGUAS,VERAGUAS,CAÑAZAS,LAS CRUCES,EL BLANDITO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,3,0,0,1
4215,VERAGUAS,VERAGUAS,CAÑAZAS,SAN JOSÉ,ALEJANDRO CAMAÑO (SAN JOSÉ),RURAL,PRIMARIA MULTIGRADO,OFICIAL,12,0,0,1
4216,VERAGUAS,VERAGUAS,CAÑAZAS,CERRO PLATA,C.E.B.G. MONTE GRANDE,RURAL,PRIMARIA MULTIGRADO,OFICIAL,56,5,0,0.918032787
4217,VERAGUAS,VERAGUAS,CAÑAZAS,SAN JOSÉ,LA MATA,RURAL,PRIMARIA MULTIGRADO,OFICIAL,82,0,0,1
4218,VERAGUAS,VERAGUAS,CAÑAZAS,SAN JOSÉ,EL CONEJO,RURAL,PRIMARIA MULTIGRADO,OFICIAL,16,1,0,0.941176471
